# charactristic, type, id, mat1, mat2, tmat, weight, delta
ae572bf83591d46c8c2a33e8fd31f0b5,32,1,ce1119c3,ff70bfdd,99853aff,67,0
b5fb5ea9c9d3c1edeea2974efc6db3b1,32,1,5d820bb1,fbe8befb,d9cafdff,77,0
94d016657be026c9aa6bcf1027fa7375,32,1,5a850b51,fbd0bef5,cc2efdff,65,0
c2614814b552087946993a7dba109c1d,32,1,21fe043e,f808be03,4c3bf7ff,55,0
f62038284e521cd24cd71aa1acabc4dd,32,1,c31d1862,f710bdc5,9419fbff,59,0
b9a5de32b0166119b624dee5cd3710b1,32,1,fa241f45,f6d8bdb7,3b8f69ff,63,0
b14d55e06b78fb27f053374d32da3fb5,32,1,eb351d67,f650bd95,a54c3fff,71,0
9db3cbeb7bb14e49585d8b624e135515,32,1,e8361d07,f648bd93,ccaf7edf,67,0
a5aee37456d49d5d563026d749ed2a05,32,1,4b950973,f350bcd5,96ebdffd,65,0
8ef05df06f15d7ee104d64e327fcf449,32,1,19c70339,f1c0bc71,29eafbff,69,0
ef1130e3e28c3efa6a9c4dc5e79cb655,32,1,14ca0298,f1a8bc6b,d6ef37ff,69,0
af5b5261409fa99bf495485cd57aab99,32,1,cc111983,ef70bbdd,e4099f7f,67,0
d789ef81ce7805ecf4aaf2dc7e321fdd,32,1,f02d1e04,ee90bba5,62fff7ff,73,0
a529ccb1f8e512149acef0b9f7a2784d,32,1,ea371d47,ee40bb91,22376f7f,65,0
be8761d8ab0760dea4e390ddd6e1bf99,32,1,9f4213e9,ede8bb7b,d000e7ff,69,0
e77e94f497d32b8de0157203a63ecb19,32,1,a479148e,ec30bb0d,3004a75f,67,0
be85b9e004a70795f846541ff6fe3b49,32,1,79a40f35,ead8bab7,940cff7d,67,0
a016499c2ed1bd2b6cdb39a28f0e79fd,32,1,19c40339,e9d8ba77,1862adff,67,1
8ffefc51b5bbcd523457db952fa82bb5,32,1,fd211fa5,e6f0b9bd,59927aff,75,0
96ca443a854d9e292256eabcd3de10b1,32,1,bf6317ed,e4e0b939,b8ff7bff,61,0
80b48f34e87dcffac0f608e4e282348d,32,1,5b870b71,e3c0b8f1,e8773bff,61,0
ba316a9109ac5a14ba1230de1856339d,32,1,29f5053f,e050b815,86ff1cff,57,0
ab91b9ddc82adac5ff74ccc1d0c5a6b5,32,1,df041be1,dfd8b7f7,07aabffd,69,0
942bd955ffcfe01473853de052bda015,32,1,5e850bd1,dbd0b6f5,4b7b7fff,65,0
f5cab44672560900095414c692dde209,32,1,53880a70,dbb8b6ef,11a7ffff,53,0
c53dcf332bfd27611deb94194ad136cd,32,1,07dc00fa,d918b647,b9fd777d,69,0
8ab82929d5b95aaae718505d2b4de2a1,32,1,3ee507dd,d8d0b635,b86dfeff,61,0
a5509ce44ed32ad3bf94b26a8bebb0e9,32,1,da001b41,d7f8b5ff,5da7e5ff,67,0
b32c8fd28c431c4b019194f09aa81005,32,1,d8021b01,d7e8b5fb,a163beff,51,0
89ae02ef5e1a9fbd179a0e45f722da49,32,1,d9031b21,d7e0b5f9,41399dff,67,0
a8854a23ec2978995353561b2cb51a8d,32,1,de041bc1,d7d8b5f7,3c6bffff,59,1
d2cde2c101daf55f7b40bdd65ac85219,32,1,d50f1aa0,d780b5e1,9d1fbfff,65,0
fb0e21df6887884579fe0c207eb2bdd9,32,1,c3191862,d730b5cd,36cc2cdf,67,0
befe318d1d31581981b9d20eaaa8773d,32,1,af7515ef,d450b515,bbeea5ff,65,0
c9619790fd98e0de19c819705b94111d,32,1,469c08d2,d318b4c7,55f297ff,59,0
f1790faf4cd5429927efd288eb2b2781,32,1,70aa0e14,d2a8b4ab,e9fcfbbf,67,1
ead7a2c61f37305319c2b2ecca68e055,32,1,05df00ba,d100b441,8161fd7f,63,0
fe31a4f2beb3277a8febc53b061ebc69,32,1,30ea061c,d0a8b42b,6d6ef57f,73,0
b13405b5dd4ec3e0d509759e4e93f711,32,1,db021b61,cfe8b3fb,0297fbff,65,0
e51f4ec670e8cce111d7d1be0e4ce4a9,32,1,974e12e8,cd88b363,7fabb7fd,65,0
afa7f5c9f738795e419418233763b5a5,32,1,bb62176d,cce8b33b,6ffbe7ff,69,0
ef6dd016c892776e7f8c695b2c94377d,32,1,b168162c,ccb8b32f,0f43f7ff,71,0
9dcdf326fe0f609611e86b3ea50450ed,32,1,ab72156f,cc68b31b,44d8faff,65,0
a270fb36fa624c5ff1f63890b0229b11,32,1,59800b31,cbf8b2ff,25b6ffff,63,0
8e8e653deaabf93159f884bfccebf1b1,32,1,5a830b51,cbe0b2f9,f93ffd5f,73,0
df9f1bc30d11285c5b798fc943d9aa35,32,1,70a90e14,cab0b2ad,33ebdf7f,67,1
fb8e6682f53e1114d9ef78c157a322cd,32,1,11c80238,c9b8b26f,ec23adff,67,0
98f51e931bb3d9b18b1200aa4af69c01,32,1,2bf2057f,c868b21b,6e9a67bf,59,0
fda278c934810a6fef32898f44215219,32,1,90481208,c5b8b16f,4261feff,59,0
ebde6bfff6113cf75137af155562f2f5,32,1,924a1248,c5a8b16b,9899ffff,79,0
d15ce6c22448bf01473c35a038e838b9,32,1,934b1268,c5a0b169,3dd4ffff,57,0
d9b46d10ff26253f014bdc08c70517bd,32,1,825a104a,c528b14b,20ffbbfd,63,0
b22546eb656510ef4964890905a202a5,32,1,4f9709f3,c340b0d1,8fab6dff,53,0
bd6a852ea48b63148d8f3c357fc95411,32,1,7ca40f95,c2d8b0b7,a1defdff,63,0
87e8081376d2e0e29b84a68012439e5d,32,1,7da50fb5,c2d0b0b5,4fcf74df,55,0
a3fe1dcabd75cfb275fdf3079167dbf9,32,1,6fb70df7,c240b091,0dc3fefd,81,0
b58566644c6def32a7177712177ab649,32,1,1ec603d9,c1c8b073,fa3abaff,67,0
e60e0d98c8c31fee8dba2d29457d111d,32,1,03db007a,c120b049,6f6b7fff,63,0
a98beb82368762257749e96d24e1c571,32,1,3ae2075d,c0e8b03b,19d77fff,63,0
b2222e7356ed06f7258b2b8692fccff9,32,1,3ce4079d,c0d8b037,146fdfff,69,0
b20f14cdc6dfc8800a5117dbf995f201,32,1,e2351c47,be50af95,24f4fdff,61,0
de3baf19e9bc73de9c47da8c9eab1a79,32,1,eb3c1d66,be18af87,fc7c73fd,75,0
c5950270ba5e0114a26abae8bfe8ddad,32,1,9e4913c8,bdb0af6d,a361b9ff,63,0
a6eca259fb73aefaac32064182a2e7b1,32,1,42950853,bb50aed5,689cfdff,65,0
d171dc7cb47a717668e609fd53810541,32,1,4d9a09b2,bb28aecb,f1a01dff,63,0
c597da4815fe665ffecf7e2a9ff7597d,32,1,78af0f14,ba80aea1,65bb59ff,81,0
e181cf91de59490f10b62bad1cd31cd9,32,1,6abd0d56,ba10ae85,71cfd17f,63,0
e96e2cdb36bfc5293a2e608a7460fe81,32,1,08df011a,b900ae41,96a0c7ff,65,0
91bc913bb858695e3a11da0adf284ac5,32,1,34e3069d,b8e0ae39,815c7ffd,61,0
cadf7115e79803bc56cb699972c2c295,32,1,38ef071c,b880ae21,e27af3ff,65,0
cfe22c009e0ccbc8fc7b64402a7147f5,32,1,2dfa05be,b828ae0b,603f3d5f,61,0
ad156ad59836e7cb7628137e367e3d01,32,1,c71118e3,b770addd,89b505ff,67,1
c121d101b7555c95e03ede295140d579,32,1,ce1819c2,b738adcf,682bfbff,59,0
fe9969b12f10010f306aebcaf3275709,32,1,a97f152e,b400ad01,edfc37ff,63,0
d0f85218c0e5e483800260e5e59a88f5,32,1,08de011a,b108ac43,e56d6ffd,53,0
ad17b2ed379680802a8dd7bc1661b9d1,32,1,21f7043f,b040ac11,b4bffffd,63,0
ccf6dffeba0f6994505cfe9ad601fbcd,32,1,2cfa059e,b028ac0b,3051e3bf,75,0
c123093918f53bdebc9b1aeb715f51a9,32,1,28fe051e,b008ac03,1dbbbedf,67,0
8b1bf56b029c17304cc9a79761619fb1,32,1,d6031ac1,afe0abf9,7be3dbff,63,1
da0de30dd6aed04522a70e6e790d0969,32,1,8f5a11ea,ad28ab4b,68ba93ff,61,0
e2157b3267e372021c80c596c9b23ff5,32,1,b96c172c,ac98ab27,b064ebff,63,0
c33cebc67a70f26d04ec590a323a7be1,32,1,588d0b10,ab90aae5,43e1dbbf,65,0
86cb930c3c4e3429904425ab717e7c59,32,1,479208f3,ab68aadb,2d9dfdff,59,0
9ff843ff3f30714aeaaab60d1a568a01,32,1,76a30ed5,aae0aab9,796ddbff,65,0
c94e7516c20a49e26ab7e1ef10e2a835,32,1,7eab0fd4,aaa0aaa9,f9dfffff,61,0
bbee5626f4975e1a04d3e38a9972cfa5,32,1,64b10c97,aa70aa9d,fadb77ff,69,0
f46cd8a4395b35c992cf85416fb0d695,32,1,2efb05de,a820aa09,d5bfbf7f,65,0
e43bbd4109fc0e3276f8f01afa2fcbf1,32,1,de0a1bc0,a7a8a9eb,9313effd,69,0
b7b0d6bd8d52feee5c55aa21a8286ca5,32,1,c3171863,a740a9d1,0e326fff,67,0
ca585ed049a98cf59a35bff7cc8d90dd,32,1,994d1328,a590a965,7906fbff,69,2
99d3352ccd077c29b098e5cc9e8a3789,32,1,8450108b,a578a95f,9a6bf3fd,63,0
c02ac000f1d3377af46e0712ee554309,32,1,bf6b17ec,a4a0a929,b599fbff,57,0
b28ae330c74e20829a0a057767c52499,32,1,a57114af,a470a91d,0d3eb3ff,55,0
ba60b0dab380ddf780d8281db8378f4d,32,1,52860a51,a3c8a8f3,a1deff7f,63,0
880ab635bab7c43fd0a45b002a506a05,32,1,42960853,a348a8d3,474cfdff,55,1
b7b20e8522f299a500f06ee38837e875,32,1,25f104bf,a070a81d,eeccb5ff,61,0
a612ddc9e3741974459692fc40a47d5d,32,1,d3001a61,9ff8a7ff,47ab73ff,63,0
bf2665a2d3824a0f5397a3d5bcd24659,32,1,91421229,9de8a77b,29ee75ff,65,0
947fb3bed9cb16a47905436e459d5549,32,1,b063160d,9ce0a739,403fbbff,67,1
dc5d1db33d0f82aa016adbbea187f895,32,1,ab78156e,9c38a70f,d874dd5f,67,0
fd76557f8f3c658e45a383e07a103851,32,1,ac7f158e,9c00a701,cc2373ff,65,0
d310064e5341961a9924aa40fbf32af1,32,1,7ead0fd4,9a90a6a5,8035b7ff,57,0
f9c2860e8237380f07f7e72194b83085,32,1,fc2e1f84,9688a5a3,f60f3fff,59,0
bea8835e9495c9e2d79c68429d9706b1,32,1,a77514ef,9450a515,dbdb7dfd,63,0
c342d30bffcedcb24d59b956d92d7e19,32,1,1bc90378,91b0a46d,d5dbfdff,71,0
cc0d10ce3e20af4989b20c6aa34628ad,32,1,28fa051e,9028a40b,040affff,55,0
aff62f824d14febd7b5e00e097020975,32,1,c0111803,8f70a3dd,700ffedf,65,0
ef3c0a5d72bef08d454671988cf58bad,32,1,ca1b1942,8f20a3c9,490285ff,67,1
be2d74a3950421e047c77aee03c7d029,32,1,e0311c07,8e70a39d,da3ebbff,61,0
be28c403092c50b3778d1ca3b48699a5,32,1,75a40eb5,8ad8a2b7,af3eb17f,57,0
eda4c767be0ab67731cfe41771dff3ad,32,1,1bca0378,89a8a26b,73f0efff,77,0
be2fac9b3aa446ab1b62be2c23d854f9,32,1,06d700db,8940a251,b41fff7f,67,0
aff4f7bae2b499f627fbc422b71d8da5,32,1,26f704df,8840a211,8ca6b7ff,75,0
caa4f978fe0e5c302f34ef882e948ee1,32,1,ee3e1dc6,8608a183,48deafff,65,0
91c2a9f63de6478173a43a56343f4f3d,32,1,77a70ef5,82c0a0b1,39576f5f,67,0
a3a8af1934d15e4923d8494ba658aa75,32,1,67b70cf7,8240a091,9c7c0bff,61,0
94f89c7b77fa99edb5fb9500fbd20701,32,1,11c10239,81f0a07d,19defdff,71,0
8523c75aafea46b08962ef0e6f17de5d,32,1,31e1063d,80f0a03d,31ef76df,69,1
cf8347d65df84d382bd1afe889c423e5,32,1,a06f140c,7c809f21,bb4f3fff,67,0
829e6cf66f087609a5abfe2315728f89,32,1,48870911,7bc09ef1,edbafdff,65,1
d1126f92d82e90cde3e90697d02be581,32,1,26e904dc,78b09e2d,187f7dff,61,0
d2044454538d55da136b588f0c44dd69,32,1,c10f1820,77809de1,d6d56fff,57,0
ea1bb4f3d148e18541a331f82ba526a9,32,1,844a1088,75a89d6b,816b757f,61,0
f48df42f67162a68e5743a08e5142d91,32,1,71bf0e36,72009c81,f40bff7f,61,1
ad73699b684a7723cd6d7a590295944d,32,1,39f7073f,70409c11,7477fadf,65,0
95ebb6f944be4c35535bc5409b3b3dc5,32,1,dd101ba3,6f789bdf,d8de6cdf,69,0
b65aeb3795998aa03fbecc539d9901d1,32,1,ed201da5,6ef89bbf,897faf7f,67,0
9771a3fb27aa6d847b77940d460ec115,32,1,ea271d45,6ec09bb1,eea2e9ff,65,0
f130ee67833b7b4defd5433094b637e5,32,1,b67b16ce,6c209b09,c3f7f6df,71,0
cc109bedd7ca602d4b08e35ccbfbcd95,32,1,00cd0018,69909a65,7beebfbf,67,0
beb0b8dde15777d5256ce139426baa05,32,1,1ad7035b,69409a51,bd0cfeff,67,0
c4f8103f0ca4fa130d7f0af43416e291,32,1,11dc023a,69189a47,78cefbff,59,0
cbb7d3facd4a89e8c994bfc84e7db425,32,1,22ef045c,68809a21,94bbf57f,71,0
f40803d26687c26a752f28a47b44fb09,32,1,36fb06de,68209a09,9675f5ff,59,1
c2d366ecfe93f770574d5935b0ca5f19,32,1,e32f1c64,668099a1,0806f7ff,71,0
abdde8b59bec924207043b341819ff5d,32,1,8c401189,65f8997f,19cf9fff,65,1
bda323bbf6dcc391e5a4d96c2945db61,32,1,68a40d15,62d898b7,d00bfdff,69,1
a9424d1764d0c2a01f620c34726d4a01,32,1,2ee205dd,60e8983b,f5d7e3ff,51,0
c576f6c34bb379fe8974c1631553a279,32,1,27eb04fc,60a09829,1439f7ff,69,0
96fd9d3fcf1d8922a3d99b584754052d,32,1,3af6075f,60489813,22efbdff,67,0
8a8898b4ac615bb90a78833628993a61,32,1,c8031901,5fe097f9,f9b77dff,55,1
c8dfc0f1c357622070a3018c79058935,32,1,864d10c8,5d909765,f7977dff,55,0
f5fa05db0b8e0813e434c7ad91093ac9,32,1,a56e14ac,5c889723,9dabdeff,61,0
875a26eb3d131feb8a50c5c818995d59,32,1,bf7417ef,5c589717,5457bdff,63,0
dc39c6c562d37509e68a765bb573d509,32,1,b378166e,5c38970f,f623fa7f,67,0
f25f95f4beae869d3a0d5ffb3490c7a9,32,1,61aa0c34,5aa896ab,a3d7ffff,73,0
ba7a536169e2048b2e8d65a447d4a729,32,1,09c20139,59e8967b,ffbfbf7f,61,0
8a8a408c03c13cf256dd47f40886beb1,32,1,2ee505dd,58d09635,7f07bf7f,57,0
dc3c7665fefb045ad6c0101602329c85,32,1,26ed04dc,58909625,07f7e7ff,59,0
a05fa854e13f84ffa4e1a81af0936999,32,1,df151be3,575095d5,006d9bff,63,1
b184f375392f5ba29878d2146456b0c5,32,1,ff351fe7,56509595,98d6c6df,61,0
d062f6fe873ea4ae8e4659bd33683f85,32,1,814b1028,55a09569,68db375f,69,0
81738800608475c38cc752cbbc5a6401,32,1,ab61156d,54f0953d,7d77f4ff,51,0
9597560c6ea005a1464be1de5033bced,32,1,78b20f17,5268949b,951eebfd,61,0
c32160e5939a3d09c656b63c5a879ed9,32,1,70ba0e16,5228948b,b51033ff,63,1
b43b310572a26dccce7c6fee35eb2e61,32,1,de171bc3,4f4093d1,b3703cff,69,0
f92172bd73da40e52ce99caa3e034f51,32,1,458c08b0,4b9892e7,67e8e3bf,65,0
ad0a39cede7c4fe4e837388a7edc5ce9,32,1,09c00139,49f8927f,7d95fb7f,71,0
fbbc0f272346774c682a6f6874687edd,32,1,01c80038,49b8926f,dafed5ff,69,0
f35484f5f828ed722e5d86c08b8551d9,32,1,10d9021a,4930924d,d40ef5fd,63,0
a9bb5a1f4f5f63369a293a0627351db1,32,1,cc041981,47d891f7,069bf7ff,67,1
b5b5d7f935b5ee214a77a47914ae6e89,32,1,e8201d05,46f891bf,e5956dfd,71,0
bfc021b1be4743b648c3be13a1287001,32,1,bd7517af,44509115,a45ebdff,57,0
e4a3c19fe187295424190d800cc2f851,32,1,b179162e,4430910d,3c62f7ff,53,0
f2dfd2a923171fcc9a1c2b1a1d8158bd,32,1,b37b166e,44209109,db441fff,65,0
ab24ffbdb06333d4824f0d064d41a8ed,32,1,6ea60dd5,42c890b3,a69b3bff,63,0
d45662d2178c607e6c03499df4d1a845,32,1,03cb0078,41a09069,96fb77bf,59,0
f7e73f1cc6aba6eb00e6408ef2739451,32,1,33fb067e,40209009,45d69fff,67,0
dc93d3be5cd0343705ae9c686055bab9,32,1,cc0b1980,3fa08fe9,d9ee7dff,65,0
f7ca05a25699689c2f3c7cd3991aa9a9,32,1,ed2a1da4,3ea88fab,35a77bff,65,1
93115d3c911c5fe493b2faa39697a389,32,1,864110c9,3df08f7d,94aafffd,65,1
bfefc33781d5ea8a3bbc468cea5ec929,32,1,854210a9,3de88f7b,ef6f3dff,71,0
a17b5bd3982b462cc3ce89be04f046c1,32,1,965112cb,3d708f5d,eb8f77ff,61,0
d9a9e63316ccea5bc3f1333eafb8f285,32,1,aa6d154c,3c908f25,b507fd7f,71,0
c73d7ed70f3246fd3b83fc0c41167d6d,32,1,b97e172e,3c088f03,9c96f3ff,71,0
88bd286d6d5e4a65f13a5e0597cbe08d,32,1,15d202bb,39688e5b,dfb3f7ff,65,0
d9ac56938ae49b08f3bb557318f9bb09,32,1,3ff807fe,38388e0f,5de7bdff,67,0
ad2703704e4e8193c7ed04d715b56111,32,1,d7111ae3,37708ddd,881fafff,59,0
afbd16722d5aa022efc1559ac8809dc1,32,1,e0261c05,36c88db3,fa7b7ffd,61,0
929fbbc0d60bdc0917b93134b7d2e361,32,1,b076160f,34488d13,1dee1fff,65,0
81dc2ddbc2af45ae5fa9deb5de3d423d,32,1,41870831,33c08cf1,29bebdff,73,0
f90e903b4c48e9d95f9664357575f679,32,1,7dbb0fb6,32208c89,c44f9fff,69,0
f37b6673c7ba444e5d227e5fc0f3e8f1,32,1,28ee051c,30888c23,80f7ff7f,73,0
aa02d40266d7964cb9c5e860993d0365,32,1,c1041821,2fd88bf7,83edf1ff,57,0
dd9faa2729de49c07d11e7dc481ee195,32,1,ce0b19c0,2fa08be9,186eebfd,67,0
95bd042acd1addce057e7f0cac044c49,32,1,d5101aa3,2f788bdf,ec7e7dfd,61,0
c4ac7ad42aa00ca307ff747a233617cd,32,1,ff3a1fe6,2e288b8b,fdf761ff,63,0
b491247e4ca12cf22d5885dde0cd41d1,32,1,a164142d,2cd88b37,034fef7d,59,0
a2efef7021917d21cff86785d19165ed,32,1,458008b1,2bf88aff,83dadcff,69,0
86f9faa9ea3652712181320252b52049,32,1,57920af3,2b688adb,537ff7fd,55,0
a89d71a099ebc6aea1a3df60f349b639,32,1,63a60c75,2ac88ab3,a05fd7ff,67,0
c97c1cb314722fbadb72f6463329f425,32,1,6eab0dd4,2aa08aa9,83f8ff7f,67,1
bbdb571b11672e5ad9f956ac2de75ee9,32,1,07c200f9,29e88a7b,fd3ff7ff,75,0
9af01fd7a354c97e9d300ef2f6709e2d,32,1,00c50019,29d08a75,2fdffeff,69,0
84648733baaa65d86542c1c018de11c5,32,1,13d6027b,29488a53,f19fc0ff,55,0
b782bf185b2a98b6ed90bd888be330b5,32,1,d3171a63,274089d1,9d7b2bff,65,0
99e6341128f70c696db250ea2a1fa6c5,32,1,e7231ce5,26e089b9,c4af6f7f,61,0
b8cd7cdd9ac4eb4d297b08b4f1886601,32,1,e0241c05,26d889b7,3cb3f7ff,63,0
9433e2d68a0d5e238175b49b8d410ca1,32,1,e3271c65,26c089b1,6d87bcdf,57,0
9cdb69045163c41dc7025d3372ac23a5,32,1,f2361e47,26488993,9b253edd,59,0
a65e8ca1b0b251f3bde66509887824b5,32,1,80441009,25d88977,a9a15dff,61,0
f0e8ba484d88695b3dfb32eb82cc0681,32,1,884c1108,25988967,a151e97f,61,0
fa9a2498f5f2d2d453a08a0ea014d555,32,1,ae6a15cc,24a8892b,01b5fb7f,59,0
85ed0957ce35f02d8da6a8d8aec59c71,32,1,56920ad3,236888db,07503fff,65,0
9e44cca6ae5f94ffdf646a3318d896f9,32,1,50940a13,235888d7,9ceffeff,71,0
824a4140d4b519e80f3af44c2b43e5c1,32,1,74b00e97,2278889f,6c4b7dff,55,0
ca6f87d503f99bfe1bbace1358078541,32,1,1cd8039a,2138884f,d7e8ffbf,67,1
999f64449ec134ae48e8123956566e61,32,1,d7141ae3,1f5887d7,c064f9ff,59,0
8d7962703f452387dec165ee9a20325d,32,1,e2211c45,1ef087bd,e19ebcdf,63,0
9b057146fdd5151f60c443748b6392b1,32,1,e0231c05,1ee087b9,d83e9f5f,61,0
93ea920c153399394a5c0853e3d070e9,32,1,82411049,1df0877d,f7e2f75d,57,0
96d7cf196ca7514de0ec058abb63f589,32,1,975412eb,1d588757,c2702fff,67,0
a62504cca9240e7fc419e318d42e68c1,32,1,56950ad3,1b5086d5,1ee03eff,55,1
b7fe5fed7134d122f880991640ebb19d,32,1,76b50ed7,1a508695,5faff9bf,67,0
9e3af46b2be1ba2096d18a6ff3cf9301,32,1,13d0027b,1978865f,18ccecff,67,0
87092498289fff43ec3f19c998e76559,32,1,22e1045d,18f0863d,839bf7bf,65,0
e0c68ff8cb196a67fc9605636b1ad341,32,1,488a0910,13a884eb,79ffedfd,65,0
d791d402bbbabbdb065a7ba7a1ceb369,32,1,4d8f09b0,138084e1,c03bbeff,71,0
b938124cc445372cd48f45328c9b6a9d,32,1,00c20019,11e8847b,5f0dbdff,59,0
98135a807676d00890461d6c570caa59,32,1,07c500f9,11d08475,b39bfbbf,53,0
b4edc48b66bf65663848a1432bc5c0f9,32,1,04c60099,11c88473,f5f5ecff,63,1
c902247e91cc016592c7161ad83ef1dd,32,1,2def05bc,10808421,7fbff7ff,59,0
b9b8551159fcae7d749e31d3a58af589,32,1,d2131a43,0f6083d9,81e7fdff,69,0
be18759e70f451a09aedcfc8b7524165,32,1,83421069,0de8837b,ff957fff,65,0
fbef0d5436ca97e40e45b369f41646dd,32,1,9c5d138a,0d108345,bc27ffff,69,0
833db0b4b82d3b930e7a09e95f5ef299,32,1,a061140d,0cf0833d,e4f3dfff,67,0
c452054432a7bb2dee5be0c7e1308d21,32,1,6eaf0dd4,0a8082a1,a37f957f,59,0
bb27f0b3a6c0fe9f6cf806d3cffe40d5,32,1,70b10e17,0a70829d,55b0bf7f,73,0
c16f58514b33735944ebed1eb9830841,32,1,7bba0f76,0a28828b,3132bbff,61,0
b3c813f94e2672b946604df4a74da28d,32,1,12d3025b,09608259,07df2ffd,63,1
acd0b5d9bf6f3ab966bc8d9348b9e95d,32,1,d1111a23,077081dd,23f1ffff,73,0
a6a54391349d972e640897f9fd3ff7d5,32,1,84441089,05d88177,691b3dff,71,0
991a93b99f50dcacd8b30095c806b8f9,32,1,9050120b,0578815f,f8403fff,61,0
ff5e6e85a7e9bb367c5bb1e5adff0785,32,1,59990b32,033080cd,0be1ddbf,79,0
a6a0f331a8b5e67d5442f1b44a7ebe59,32,1,11d1023b,0170805d,ad6327ff,67,0
991ee24c6c71d71f888eccba1f2fae75,32,1,ab141563,ff587fd7,d1747eff,69,0
96512189ad9fa4e44c6579866544f8c1,32,1,98271305,fec07fb1,90fcebff,59,0
ff5fafd0c8e0c1d61c2c1b87cd975885,32,1,f7481ee8,fdb87f6f,b7b567ff,67,0
965649119e17b2fc208adb09f21a359d,32,1,eb541d6b,fd587f57,29f177ff,61,0
b5e5cce7e090132210ca16d8d4a78d59,32,1,3d8207b1,fbe87efb,e567af7f,59,1
d404a1f46d09fa366a1b3ffe14c7cf45,32,1,308f0610,fb807ee1,6db9f3bf,67,0
8dfd54d851ddb1652eeddd206418bbc5,32,1,0bb40177,fa587e97,3f3effff,67,0
ad5d4a4838d1a4ffde6528a4298b7265,32,1,af1115e3,f7707ddd,25aff3fd,63,0
fbeb7ca1c5eb9c575e787f46233f5051,32,1,a71914e2,f7307dcd,f71eb7ff,73,0
ce263259d65c6c5a8c9850cf34decca9,32,1,952b12a4,f6a07da9,08bf27ff,63,0
d0b5c225fc2ad6e418053d724d2e8e1d,32,1,f54b1ea8,f5a07d69,e3b55ffd,61,0
ed90070f34f3bcd78c92fb53a5223de1,32,1,d6681acc,f4b87d2f,6c9a39ff,67,0
8bd392ab3fc2cd554495e8ac57854fc1,32,1,6cd20d9b,f1687c5b,19bb2fdd,65,0
d22a67870316860600630a72275a3b41,32,1,57e90afc,f0b07c2d,6bd8fdff,51,0
b6f65781f71ba766d0022e8dbf89fc3d,32,1,4ff109ff,f0707c1d,8817bf7f,71,0
95c74d12bb85f8a21cf6537f903a5f3d,32,1,ad1015a3,ef787bdf,f1e77fff,69,0
b6717844592a282f1cfcf8e301c6ae75,32,1,ee531dcb,ed607b59,fdb5fdfd,63,0
cea3c5a4d7cd84581cc34263aa8e1a31,32,1,d26f1a4c,ec807b21,3f15f3ff,59,0
aa7ff5a223c0a538cca2669c325ddd4d,32,1,ca77194f,ec407b11,66dbf7ff,65,0
8cf12d4124d3cc925652a6944c53e0e9,32,1,09b40137,ea587a97,daf2af7f,57,0
c065880562bc625630cc9e4766fec131,32,1,a4181482,e73879cf,a5ae3fff,57,0
8708e5cd479685a38c48b3abf88f3a59,32,1,8c301187,e678799f,5048f7ff,63,0
fd4725b799ed1e7dc8b4fae919acbf91,32,1,f4481e88,e5b8796f,ee71f47f,75,0
ca107e4de94ecfc13278842dd378dfb9,32,1,f14d1e28,e5907965,02c14eff,67,0
f5afae65428384438ec31341e6419095,32,1,e5591caa,e530794d,51afbeff,57,0
f737635f8e37c2b9fa4a86ce1b6be895,32,1,34880690,e3b878ef,7bf5efff,73,0
b2c01b95c80904fd6ee2fa6f582fef2d,32,1,2b970573,e34078d1,0cfa7fff,67,0
e4762d7c35333c55eeffad8d529bcd19,32,1,239f0472,e30078c1,e3d8f7fd,73,0
93ec3bc149b2f5c146c400be14e6e2b5,32,1,5fe30bfd,e0e07839,14edf7ff,61,0
e690d88b7c395470d3c3d85e44a6b0e1,32,1,b10a1620,dfa877eb,0077ffff,61,0
c286cd52b79e7b203dba8dd9c782f545,32,1,a3181462,df3877cf,2c1fbfff,67,0
9b7f387e8b4a3073794c6f07b75d81c5,32,1,98231305,dee077b9,84bb1edf,69,0
d35d96736f8ea47d0123f7d753472c19,32,1,83381066,de38778f,2190afff,69,0
f74ceb3297a19d3583b500df473da4e1,32,1,e2591c4a,dd30774d,bb6feedf,67,0
e3a8353e9985ed574939b3caab547c0d,32,1,318a0630,dba876eb,949d79ff,67,1
f0e97b1d228113bb5d8c9889e2a45981,32,1,269d04d2,db1076c5,0a6fa6ff,59,0
cdccbe37ea587988c91b5ea80aa8ea7d,32,1,05be00b6,da087683,81e7ff7f,67,0
910f7e969c90ecb74bb21320b59ad6c1,32,1,58e30b1d,d8e07639,836aedff,63,0
cc47e86b31678b367d5af3729cace319,32,1,a61c14c2,d71875c7,666bedff,69,1
ceddfd695273aa875576a23f41991fc9,32,1,912b1224,d6a075a9,75bf7eff,71,1
bc7dde5964eebd7f3b12a05ac8097859,32,1,8b311167,d670759d,e00efbff,69,0
815f73eb9fbfc154c36ac4f4b75b06f9,32,1,db611b6d,d4f0753d,25ed1bff,73,0
aa047dcf3a56fab4b55de08d6e0b9139,32,1,1ca60395,d2c874b3,c2dcddfd,67,0
815ac34b0397b007f320a2b9001a4f75,32,1,4ef409df,d0587417,ffb9feff,55,1
ed6e789f2cf40b5965366fee6724a70d,32,1,47fd08fe,d0107405,66fd37bf,71,0
afbe0f1fedf3bd89d3133b3a88f74611,32,1,a8111503,cf7073dd,bd7762ff,73,0
